split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-news	headlines	2015	0532	1.20	Tiongkok akan menyelidiki ekspor anggur UE	Investigasi Christie memanas
train	main-news	headlines	2015	0538	3.60	Conan O'Brien di Makan Malam Koresponden Gedung Putih	Obama dan O'Brien Melemparkan Versi Makan Malam Koresponden Gedung Putih D.C
train	main-news	headlines	2015	0541	3.00	Tersangka bom Boston didakwa; motif keagamaan terlihat	Tersangka pengeboman Boston didakwa di ranjang rumah sakit
train	main-news	headlines	2015	0543	1.40	Pasar Asia bervariasi karena data perdagangan Tiongkok	Pasar Asia merosot karena kekhawatiran stimulus bank sentral
train	main-news	headlines	2015	0544	4.80	Orang tertua di dunia meninggal di Jepang pada usia 116 tahun	Jiroemon Kimura: Orang tertua di dunia meninggal pada usia 116 tahun
train	main-news	headlines	2015	0545	1.40	Nilai tukar mata uang asing di India	Nilai tukar mata uang asing di Singapura
train	main-news	headlines	2015	0546	3.60	Kebakaran hutan di Colorado menghancurkan lebih dari 90 rumah karena angin semakin kencang	Kebakaran hutan di Colorado mungkin merupakan perusak properti terbesar dalam sejarah negara bagian tersebut
train	main-news	headlines	2015	0554	2.00	Gempa berkekuatan 6,3 skala Richter melanda pulau Indonesia	Gempa berkekuatan 6 SR melanda Thailand
train	main-news	headlines	2015	0556	2.00	AS dan pemerintah Afghanistan akan mengadakan pembicaraan damai dengan Taliban	Pakistan mengadakan pembicaraan langsung dengan Taliban
train	main-news	headlines	2015	0560	3.00	Berita Terorisme dan Konflik Israel-Palestina (22 Januari ‚Äď 28, 2014)	Berita Terorisme dan Konflik Israel-Palestina (31 Juli ‚Äď 6 Agustus 2013)
train	main-news	headlines	2015	0564	1.60	'Masih terlambat atau terlalu dini untuk melakukan intervensi di Suriah'	Ketua PBB: Inspektur perlu 4 hari untuk menyelesaikan penyelidikan di Suriah
train	main-news	headlines	2015	0568	1.00	Tim perundingan nuklir Iran berangkat ke Kazakhstan	Upaya nuklir Iran 'telah merugikan Teheran lebih dari $100 miliar'
train	main-news	headlines	2015	0569	0.80	Pesanan pabrik AS turun 0,7 persen di bulan Januari	Pesanan pabrik Jerman pulih pada bulan Januari
train	main-news	headlines	2015	0574	5.00	Orang-Orang Bersenjata Mengepung Kementerian Luar Negeri Libya Untuk Mendorong Tuntutan	Orang-orang bersenjata mengepung Kementerian Luar Negeri Libya untuk mengajukan tuntutan
train	main-news	headlines	2015	0576	0.60	Korban tewas akibat topan meningkat menjadi 3633	Jumlah korban tewas di Mesir meningkat menjadi 638 orang
train	main-news	headlines	2015	0577	4.20	Presiden Uganda menandatangani RUU anti-gay	Presiden Uganda menandatangani undang-undang anti-gay yang keras
train	main-news	headlines	2015	0578	1.80	Parlemen Rusia mengizinkan Putin menggunakan militer di Ukraina	Rusia tidak berniat menggabungkan Ukraina tenggara: FM
train	main-news	headlines	2015	0579	4.40	Bradley Manning dibebaskan dari tuduhan membantu musuh	Tentara Wikileaks Bradley Manning dibebaskan dari tuduhan membantu musuh
train	main-news	headlines	2015	0582	0.60	G7 'akan memperketat sanksi terhadap Rusia'	Ukraina Khawatir Invasi Rusia
train	main-news	headlines	2015	0584	5.00	Pesawat band rock melakukan pendaratan darurat di Ill.	Pesawat Band Rock Melakukan Pendaratan Darurat di Sakit.
train	main-news	headlines	2015	0587	0.80	Perdana Menteri Rusia pada hari kedua kunjungannya ke Krimea	Rusia memperingatkan agar tidak menetapkan prasyarat bagi Suriah
train	main-news	headlines	2015	0590	4.60	Hakim menyetujui pemberian makan paksa kepada narapidana California	Hakim AS menyetujui pemberian makan paksa kepada narapidana California yang melakukan mogok makan
train	main-news	headlines	2015	0591	4.00	Kekerasan geng membunuh 16 orang di penjara Venezuela	Enam belas orang tewas di penjara Venezuela
train	main-news	headlines	2015	0597	3.40	Kematian Militer AS di Afghanistan mencapai 2.153	Kematian Militer AS di Afghanistan
train	main-news	headlines	2015	0598	1.40	Israel dan Palestina mengupayakan pertemuan lagi pada hari Senin: pejabat AS	Warga Palestina: Kami Tidak Ingin Misi Kerry Gagal
train	main-news	headlines	2015	0600	3.80	Badai Tropis Karen menargetkan Pantai Teluk AS	Badai Tropis Karen siap menghantam
train	main-news	headlines	2015	0606	4.80	Seamus Heaney, Penyair Tanah dan Perselisihan Irlandia, Meninggal pada usia 74 tahun	Seamus Heaney, penyair Irlandia dan pemenang Nobel, meninggal pada usia 74 tahun
train	main-news	headlines	2015	0609	4.60	Kaum Islamis Bangladesh berunjuk rasa menentang para blogger ateis	Kaum Islamis Bangladesh berunjuk rasa menuntut tindakan terhadap para blogger ateis
train	main-news	headlines	2015	0610	4.00	Kecelakaan Pesawat Malaysia Airlines MH17 di Ukraina Timur	Pesawat Malaysia Airlines jatuh di perbatasan Ukraina-Rusia
train	main-news	headlines	2015	0611	1.80	Pelaku bom bunuh diri menewaskan 13 orang di sebuah restoran di Somalia tengah	Pelaku bom bunuh diri menewaskan sedikitnya 4 orang di Kabul
train	main-news	headlines	2015	0612	5.00	Anthony Weiner merosot ke posisi keempat dalam jajak pendapat baru	Weiner turun ke posisi keempat dalam jajak pendapat walikota NYC yang baru
train	main-news	headlines	2015	0621	0.60	India menuduh Tiongkok melintasi perbatasan de facto	Senat dan DPR berada pada jalur yang berlawanan mengenai uang perbatasan
train	main-news	headlines	2015	0622	2.80	Wanita hamil Sudan yang menikah dengan pria Kristen dijatuhi hukuman mati karena 'murtad'	Sudan membebaskan wanita Kristen yang dijatuhi hukuman mati karena murtad
train	main-news	headlines	2015	0623	5.00	Istri diplomat top AS Kerry dilarikan ke rumah sakit	Istri Menteri Luar Negeri AS John Kerry dilarikan ke rumah sakit
train	main-news	headlines	2015	0627	3.80	Kerry menerapkan 'strategi diam-diam' dalam proses perdamaian Timur Tengah	Kerry bertemu dengan para pemimpin Israel untuk mendorong perdamaian Timur Tengah
train	main-news	headlines	2015	0630	3.60	Korea Utara mengatakan akan memulai kembali reaktor nuklirnya	Korea Utara Menawarkan Pembicaraan: Kompleks Dapat Dibuka Kembali
train	main-news	headlines	2015	0632	4.00	Pengadilan Mesir pertimbangkan pembebasan Mubarak	Pengadilan Mesir memerintahkan pembebasan Mubarak
train	main-news	headlines	2015	0633	0.80	Pelaku bom bunuh diri menewaskan delapan orang, melukai 13 orang di ibu kota Afghanistan - polisi	Bom bunuh diri menewaskan 4 orang di Kota Tua ibu kota Suriah
train	main-news	headlines	2015	0637	1.20	Tersangka pengeboman Boston didakwa di ranjang rumah sakit	Satu minggu kemudian: Boston menghormati para korban pengeboman; tersangka tidak dapat berbicara
train	main-news	headlines	2015	0638	0.40	Lebih banyak hujan menghambat penyelamatan banjir di India	Turis AS diperkosa beramai-ramai di India utara: Polisi
train	main-news	headlines	2015	0640	1.60	Sekilas tentang serangan teror besar di Afrika Timur	Dewan Keamanan PBB mengecam serangan teroris mematikan di ibu kota Kenya
train	main-news	headlines	2015	0642	0.80	Rusia menanggapi gencatan senjata Ukraina	Siprus menyelidiki aset Ukraina
train	main-news	headlines	2015	0645	3.50	Kim Jong-un Mengeksekusi Pamannya yang 'Lebih Buruk Dari Anjing'	Korea Utara mengeksekusi paman Kim Jong Un
train	main-news	headlines	2015	0646	1.20	Dukungan penuh warna di Piala Dunia di Brasil	Merkel akan menghadiri final Piala Dunia
train	main-news	headlines	2015	0651	3.60	Mandela masih dirawat di rumah sakit	Mandela masih dalam 'perawatan intensif'
train	main-news	headlines	2015	0652	4.40	Anggota Awak Kapal Feri Korea Selatan Diadili	Awak kapal feri Sewol diadili
train	main-news	headlines	2015	0654	5.00	Mesir memberikan suara pada konstitusi baru	Rakyat Mesir Memberikan Suara untuk Konstitusi Baru
train	main-news	headlines	2015	0656	2.80	Serangan pesawat tak berawak AS menewaskan enam pejabat Pakistan	Drone AS tewaskan 4 militan di Pakistan
train	main-news	headlines	2015	0657	2.00	Vietnam mendeteksi sinyal dari pesawat yang hilang	Tiongkok perluas wilayah pencarian pesawat hilang
train	main-news	headlines	2015	0661	4.00	Papan skor tes keempat Kriket-Inggris v Australia	Kriket-Inggris 155-4 v Australia, tes keempat - teh
train	main-news	headlines	2015	0662	0.40	Ulang Tahun DPRK Akan Dirayakan di Peru	Curiosity Rover Merayakan 1 Tahun di Mars
train	main-news	headlines	2015	0663	2.20	Gempa berkekuatan 7,6 SR melanda Kepulauan Solomon	Gempa berkekuatan 6,9 SR terjadi di lepas pantai California
train	main-news	headlines	2015	0664	1.80	Tinta India: Gambar Hari Ini: 21 Mei	Tinta India: Gambar Hari Ini: 16 Januari
train	main-news	headlines	2015	0668	4.00	Pemimpin Australia digulingkan dalam pemungutan suara kepemimpinan yang cepat	PM Australia Gillard digulingkan dalam pemungutan suara kepemimpinan
train	main-news	headlines	2015	0669	0.80	Obama mengutuk kekerasan di Mesir dan membatalkan latihan militer	Pakistan mengutuk kekerasan di Mesir
train	main-news	headlines	2015	0675	0.00	Argentina menyatakan berkabung atas korban banjir	Orang tua menuntut formulir umum untuk penerimaan taman kanak-kanak
train	main-news	headlines	2015	0677	2.20	Pembaptisan Pangeran merupakan perpaduan antara yang lama dan yang baru	Kapan pembaptisan Pangeran George? Rencana pembaptisan, wali baptis bayi kerajaan dan semua detailnya
train	main-news	headlines	2015	0678	2.33	Apa Kata Makalah, 20 Mei 2013	Apa Kata Makalah, 19 November 2013
train	main-news	headlines	2015	0682	1.00	Google merilis ponsel Nexus 5 dengan Kit Kat	Google mendesain ulang hasil pencarian di PC
train	main-news	headlines	2015	0684	4.20	Bom yang Ditujukan ke Hizbullah Melanda Beirut Selatan	Ledakan Melanda Wilayah Hizbullah di Selatan Beirut
train	main-news	headlines	2015	0689	3.00	AS, sekutunya akan menambahkan sanksi terhadap Rusia terkait Ukraina	Uni Eropa Berikan Sanksi Baru pada Rusia Terkait Ukraina
train	main-news	headlines	2015	0692	1.00	Pabrik-pabrik yang bekerja sama dengan Korea terdiam	Korea Utara dan Selatan memecah keheningan mereka dengan melakukan pembicaraan
train	main-news	headlines	2015	0694	0.00	Perdana Menteri Tiongkok bertemu Wakil Presiden India	Hizbullah mendesak untuk memilih presiden baru Lebanon
train	main-news	headlines	2015	0697	3.60	Presiden Aljazair di Prancis untuk tes kesehatan	Presiden Aljazair di Prancis untuk tes medis setelah stroke ringan
train	main-news	headlines	2015	0699	3.20	Kelompok Islamis masih menyandera sekitar 30 orang saat konflik di mal di Kenya terus berlanjut	Korban tewas meningkat seiring berlanjutnya pengepungan mal di Kenya
train	main-news	headlines	2015	0700	3.80	Manchester City memenangkan gelar Liga Premier kedua dalam tiga tahun	Manchester City memenangkan gelar Liga Premier Inggris
train	main-news	headlines	2015	0702	4.80	Jenazah korban kecelakaan MH17 diterbangkan ke Belanda	MH17 tewas diterbangkan kembali ke Belanda
train	main-news	headlines	2015	0703	3.40	Polisi Mesir tewas dalam serangan Sinai	Tentara Mesir tewas dalam serangan di Sinai
train	main-news	headlines	2015	0704	1.40	Kemungkinan perpanjangan perundingan nuklir Iran	Minyak tergelincir di bawah $108 menjelang perundingan nuklir Iran
train	main-news	headlines	2015	0705	3.60	Kebakaran menewaskan 38 orang di institusi psikiatri Rusia	38 orang dikhawatirkan tewas dalam kebakaran rumah sakit jiwa Rusia
train	main-news	headlines	2015	0708	1.60	Rusia Memperingatkan Mereka Mungkin Tidak Menandatangani Perjanjian Senjata PBB yang Penting	PBB mendekati perjanjian senjata bersejarah
train	main-news	headlines	2015	0709	1.60	Didier Reynders tentang Suriah	Hari Obama: Waktu tayang utama di Suriah
train	main-news	headlines	2015	0711	0.80	Korea Utara: para ahli menyerukan dialog ‚Äď dan mengatakan Tiongkok harus berperan	Korea Utara memutuskan hubungan terakhir dengan Korea Selatan dengan melarang kawasan industri bersama
train	main-news	headlines	2015	0712	1.00	Saham Tiongkok dibuka lebih tinggi pada hari Senin	Saham Tiongkok ditutup lebih rendah pada hari Kamis
train	main-news	headlines	2015	0714	0.00	Sony Xperia Z2 dan seri X Nokia diluncurkan	Pengadilan memerintahkan larangan politik terhadap Berlusconi Italia
train	main-news	headlines	2015	0718	3.80	Virus corona baru mungkin dapat ditularkan dari orang ke orang- WHO	WHO: Virus baru mungkin dapat menular dari orang ke orang
train	main-news	headlines	2015	0720	5.00	Mandela kembali ke rumah sakit dalam kondisi ‚Äėserius namun stabil‚Äô	Nelson Mandela kembali ke rumah sakit dalam kondisi yang ‚Äėserius namun stabil‚Äô
train	main-news	headlines	2015	0722	0.00	Korban tewas akibat ledakan di East Harlem meningkat	Jumlah korban tewas akibat badai Meksiko terus meningkat
train	main-news	headlines	2015	0724	0.00	Perdana Menteri Ukraina mengundurkan diri di tengah protes	Perdana Menteri Inggris mengutuk pembunuhan terhadap remaja
train	main-news	headlines	2015	0725	0.00	Royal Hoax DJ Mengambil Tindakan Melawan Stasiun	Taliban mengebom pangkalan AS di Afghanistan
train	main-news	headlines	2015	0727	2.20	Arsenal v Stoke City ‚Äď langsung!	Tottenham v Manchester City ‚Äď langsung!
train	main-news	headlines	2015	0729	2.40	Berita bisnis dan pasar: apa yang terjadi, 17 April 2013	Berita bisnis dan pasar: kejadian yang terjadi, 20 Juni 2013
train	main-news	headlines	2015	0736	4.20	Iran dan negara-negara besar memulai babak baru perundingan nuklir	Iran dan negara-negara besar dunia janjikan perundingan nuklir baru
train	main-news	headlines	2015	0743	2.60	Badai Tropis Karen menargetkan Pantai Teluk AS	Badai Tropis Karen melemah saat mendekati Pantai Teluk AS
train	main-news	headlines	2015	0746	3.00	Pekerja tewas di gedung runtuh di India	76 tewas dalam runtuhnya gedung di Bangladesh
train	main-news	headlines	2015	0750	3.80	Korea Utara menembakkan tiga rudal jarak pendek	Korea Utara menembakkan rudal jarak pendek
train	main-news	headlines	2015	0753	2.60	Bom Mobil Tewaskan 37 Orang di Pakistan Barat Laut	Bom menewaskan tiga orang di barat laut Pakistan
train	main-news	headlines	2015	0754	4.00	Malaysia Airlines kehilangan kontak dengan pesawat yang membawa 239 tujuan Beijing	Pesawat Malaysia Airlines hilang dalam penerbangan ke Beijing
train	main-news	headlines	2015	0755	5.00	Microsoft mengatakan akan memangkas hingga 18.000 pekerjaan	Microsoft akan memangkas 18.000 pekerjanya dalam perombakan
train	main-news	headlines	2015	0757	3.40	Masyarakat Malaysia memberikan suaranya dalam pemilu untuk mendukung stabilitas atau perubahan	Pemilu Malaysia: Warga Malaysia memilih dengan mempertaruhkan kekuasaan untuk pertama kalinya
train	main-news	headlines	2015	0760	4.40	Kebakaran menghancurkan kota kuno Tibet di Tiongkok	Kebakaran menghancurkan kota Tibet di Tiongkok
train	main-news	headlines	2015	0761	5.00	Yahoo setuju untuk membeli Tumblr seharga $1,1 miliar tunai	Yahoo Akan Membeli Tumblr seharga $1,1 Miliar
train	main-news	headlines	2015	0762	5.00	India mulai memberikan suara dalam pemilu terbesar di dunia	Para pemilih di India memulai pemilu terbesar di dunia
train	main-news	headlines	2015	0763	2.00	Bom mobil di Suriah utara menewaskan sedikitnya 12 orang	Serangan udara Suriah menewaskan sedikitnya 18 orang di Aleppo
train	main-news	headlines	2015	0764	2.80	Korban tewas akibat gempa di Filipina bertambah menjadi 73 orang	Korban tewas akibat gempa di Filipina melonjak menjadi 85 orang
train	main-news	headlines	2015	0771	1.40	Pencarian pencari suaka yang hilang berakhir	Pencarian dipersempit untuk orang hilang
train	main-news	headlines	2015	0773	0.20	Presiden Ukraina memerintahkan gencatan senjata selama 7 hari di wilayah timur	Presiden Uganda Museveni setuju untuk menandatangani RUU anti-gay
train	main-news	headlines	2015	0775	4.33	Trofi Juara ICC: India vs Afrika Selatan	Trofi Juara: India v Afrika SelatanLangsung
train	main-news	headlines	2015	0777	4.40	Mahkamah Agung mengambil tindakan afirmatif dalam kasus larangan Michigan	Mahkamah Agung akan mendengarkan kasus tindakan afirmatif Michigan
train	main-news	headlines	2015	0778	3.00	Berita utama di surat kabar besar Iran pada 30 September	Judul berita di surat kabar besar Iran pada tanggal 21 November
train	main-news	headlines	2015	0780	2.40	Topan meninggalkan jejak kehancuran di India	Evakuasi Topan Phailin membuat penduduk desa di India tetap hidup
train	main-news	headlines	2015	0781	0.60	Taliban membunuh 15 polisi di Afghanistan barat	Drone AS membunuh dua orang di Afghanistan timur
train	main-news	headlines	2015	0782	4.60	Ribuan orang berunjuk rasa untuk mendukung pemerintah Tunisia yang diperangi	Ribuan orang berkumpul untuk mendukung pemerintahan Islam di Tunisia
train	main-news	headlines	2015	0785	4.80	Mandela dari Afrika Selatan dibawa ke rumah sakit	Nelson Mandela dibawa ke rumah sakit
train	main-news	headlines	2015	0786	5.00	Diperbarui - Dua ledakan di dekat garis finis Boston Marathon	Dua ledakan di garis finis Boston Marathon
train	main-news	headlines	2015	0788	0.40	Setidaknya dua orang tewas dalam bentrokan di Mesir selatan	Sedikitnya 18 orang tewas dalam ledakan di stasiun kereta Kaukasus Utara
train	main-news	headlines	2015	0791	3.00	Ion Badai Musim Dingin: Negara Bagian Demi Negara...	Badai Musim Dingin Janus: Negara Bagian demi Negara Bagian...
train	main-news	headlines	2015	0795	3.60	Mayat 53 Pria Ditemukan di Selatan Bagdad	Pejabat Irak: 50 mayat ditemukan di selatan Bagdad
train	main-news	headlines	2015	0799	3.00	Serangan bom menewaskan 20 orang di wilayah Kristen di Bagdad	Bom Tewaskan 35 Orang di Kawasan Kristen Bagdad
train	main-news	headlines	2015	0800	3.20	Tiongkok menetapkan tanggal persidangan Bo Xilai	Sidang China Bo Xilai di hari keempat
train	main-news	headlines	2015	0802	0.80	Umat ​​Islam bersiap menyambut awal Ramadhan	Umat ​​Islam berdoa untuk mengakhiri perpecahan
train	main-news	headlines	2015	0804	0.80	Jepang mengerahkan jet melawan pesawat militer Rusia	Separatis menjatuhkan pesawat militer Ukraina, beberapa tewas
train	main-news	headlines	2015	0805	1.00	Ribuan warga Inggris mengklaim sedekah di Jerman	Ribuan warga Amsterdam berpakaian putih berbaris menuju MH17
train	main-news	headlines	2015	0808	2.20	Serangan pesawat nirawak AS yang diduga menewaskan 5 orang di Pakistan	Diduga drone AS menargetkan seminari Islam di Pakistan
train	main-news	headlines	2015	0809	0.40	Obama untuk mendaftar Obamacare	Obama mengunjungi tornado yang melanda Oklahoma
train	main-news	headlines	2015	0813	5.00	General Electric mencatat penurunan laba 9% untuk kuartal ketiga	GE membukukan penurunan laba sebesar 9% untuk kuartal ketiga
train	main-news	headlines	2015	0816	2.00	Yuan Tiongkok melemah ke 6.1535 terhadap USD	Yuan Tiongkok menguat ke level tertinggi baru terhadap USD
train	main-news	headlines	2015	0821	5.00	Rusia nyatakan pengacara Magnitsky bersalah dalam persidangan anumerta	Rusia menghukum pengacara Magnitsky yang telah meninggal dalam persidangan anumerta
train	main-news	headlines	2015	0823	2.80	'Trayvon bisa jadi aku'	Trayvon Martin bisa saja ...
train	main-news	headlines	2015	0826	3.40	Tiongkok mengirimkan armada terbesarnya ke pulau-pulau yang disengketakan	Kapal-kapal Tiongkok memasuki perairan pulau-pulau yang disengketakan
train	main-news	headlines	2015	0830	3.40	Rencana Kerry untuk memulai kembali perundingan menyerukan pembebasan 103 tahanan Palestina	Kerry berencana memasukkan pembebasan tahanan dan pembekuan pemukiman
train	main-news	headlines	2015	0831	2.00	Polisi: Ledakan di Kawasan Katedral Belfast	Ledakan di Kabul merupakan serangan bunuh diri di kawasan diplomatik
train	main-news	headlines	2015	0835	1.40	Warga Suriah Protes Terhadap Erdogan di Paris, Warga Venezuela Tekankan Dukungan ke Suriah	Erdogan di Iran akan memperbaiki hubungan setelah terpecah belah karena Suriah
train	main-news	headlines	2015	0837	3.00	Perdana Menteri akan mengupayakan kesepakatan nuklir dan investasi selama kunjungan Jepang	Manmohan berharap untuk mencapai kesepakatan nuklir dengan Jepang
train	main-news	headlines	2015	0838	1.20	AS menunda uji coba rudal karena ketegangan Korea Utara	Kedutaan besar tetap berada di Korea Utara meski ada ketegangan
train	main-news	headlines	2015	0839	4.60	Obama akan bertemu secara pribadi dengan keluarga Nelson Mandela	Obama akan bertemu dengan keluarga Mandela
train	main-news	headlines	2015	0840	0.40	Setidaknya enam orang tewas dalam amukan penembakan di AS	Setidaknya 20 orang tewas dalam serangan di Somalia
train	main-news	headlines	2015	0844	0.60	Pria bersenjata membunuh 10 orang dalam kekerasan politik Filipina	Lima orang tewas dalam letusan gunung berapi Filipina
train	main-news	headlines	2015	0846	5.00	Israel menjatuhkan drone dari Lebanon	Israel menembak jatuh drone dari Lebanon
train	main-news	headlines	2015	0851	1.00	Israel menyetujui pembebasan kelompok pertama tahanan Palestina menjelang perundingan damai	Oposisi Suriah menegaskan partisipasinya dalam pembicaraan damai
train	main-news	headlines	2015	0852	4.60	Bentrokan mematikan saat Mesir memperingati hari jadinya	Bentrokan dengan kekerasan menandai peringatan pemberontakan Mesir
train	main-news	headlines	2015	0855	1.60	NATO: 5 orang Amerika tewas di Afghanistan selatan	Bom pinggir jalan menewaskan 3 polisi di Afghanistan selatan
train	main-news	headlines	2015	0858	3.80	Penipu berpakaian seperti wanita mencuri uang tunai	CCTV: Penipu York berpakaian seperti wanita untuk mengelabui pensiunan
train	main-news	headlines	2015	0860	5.00	Penculik Cleveland Ariel Castro Ditemukan Digantung di Sel Penjara	Penculik Cleveland Ariel Castro ditemukan tergantung di selnya
train	main-news	headlines	2015	0863	5.00	Google Luncurkan Prototipe Mobil Tanpa Pengemudi	Google Luncurkan Konsep Mobil Self-Driving
train	main-news	headlines	2015	0864	2.00	Kebakaran Pabrik Garmen di Bangladesh 'Tewaskan 8 Orang'	Runtuhnya pabrik garmen di Bangladesh menewaskan 149 orang
train	main-news	headlines	2015	0867	4.00	AS berupaya meyakinkan sekutu-sekutu Teluk yang waspada terhadap kesepakatan Iran	Hagel berupaya meyakinkan sekutu-sekutu Teluk yang gelisah setelah kesepakatan Iran
train	main-news	headlines	2015	0869	0.00	Ukraina menjadi tuan rumah ‚Äėpembicaraan persatuan‚Äô	Paus mengecam ‚Äėperang untuk menjual senjata‚Äô di Suriah
train	main-news	headlines	2015	0878	2.40	Musharraf Pakistan Ditangkap dalam Pembunuhan Bhutto	Musharraf dari Pakistan tiba di pengadilan untuk pertama kalinya
train	main-news	headlines	2015	0880	2.20	Tanggal Persidangan Ketua Ikhwanul Muslimin Mesir Ditetapkan	Ikhwanul Muslimin di Suriah menghadapi perjuangan berat
train	main-news	headlines	2015	0883	0.00	Pelarian panda merah dari kebun binatang yang berlangsung singkat	Perjalanan India ke Mars
train	main-news	headlines	2015	0884	0.20	Dokter Israel bisa diadili di luar negeri karena mencekok paksa tahanan Palestina	Kontrol Israel di Tepi Barat 'mengrugikan miliaran perekonomian Palestina'
train	main-news	headlines	2015	0889	5.00	Toko Pot Washington Mempersiapkan Penjualan Bersejarah	Toko-toko pot di Washington bersiap menyambut penjualan bersejarah
train	main-news	headlines	2015	0891	5.00	Pekerja bandara Rio mogok menjelang Piala Dunia FIFA	Pekerja bandara Rio de Janeiro mogok menjelang Piala Dunia
train	main-news	headlines	2015	0893	1.40	Putra pemimpin tertinggi Ikhwanul Muslimin terbunuh	Mesir menangkap pemimpin Ikhwanul Muslimin Badie
train	main-news	headlines	2015	0896	5.00	Iran dan enam negara besar dunia menandatangani perjanjian nuklir penting	Iran dan enam negara besar mencapai kesepakatan terobosan nuklir
train	main-news	headlines	2015	0898	2.80	Balon Udara Terbakar di Virginia	Balon Udara 'Terbakar dan Jatuh'
train	main-news	headlines	2015	0900	2.40	Kutipan dari para pemimpin, keluarga di peringatan Mandela	Dunia bersatu untuk peringatan Mandela
train	main-news	headlines	2015	0901	0.00	Masyarakat Indian Mumbai menempatkan T&T pada tempatnya	Masyarakat Indonesia memilih presiden dalam persaingan yang ketat
train	main-news	headlines	2015	0903	4.40	Saham KL tetap menguat pada sore hari	Saham KL melanjutkan tren naik pada sore hari
train	main-news	headlines	2015	0905	2.80	Apa Kata Makalah, 20 November 2013	Apa Kata Makalah, 10 Oktober 2013
train	main-news	headlines	2015	0908	4.20	Amazon meluncurkan perangkat baru untuk streaming video	Amazon meluncurkan kotak video streaming Fire TV baru
train	main-news	headlines	2015	0909	0.00	Presiden Palestina Menerima Menteri Luar Negeri Yordania	Warga Palestina ditangkap karena melakukan pelecehan seksual terhadap gadis-gadis muda
train	main-news	headlines	2015	0913	0.20	Obama mencalonkan menteri transportasi baru	Obama Akan Bertemu Sekretaris Veteran yang Diperangi
train	main-news	headlines	2015	0914	1.60	Yuan Tiongkok melemah ke 6.1059 terhadap USD	Yuan Tiongkok menguat menjadi 6,1070 terhadap USD pada hari Jumat
train	main-news	headlines	2015	0917	0.20	Gudang anggur penggerebekan Prancis untuk lelang penghematan	AS memuji kesepakatan Ukraina; menyerukan tindakan nyata
train	main-news	headlines	2015	0919	1.40	AS dan Rusia sepakat untuk menyita senjata kimia Suriah	Pemberontak Suriah skeptis terhadap kesepakatan senjata kimia
train	main-news	headlines	2015	0923	1.40	Anggota parlemen Korea Selatan akan mengunjungi kompleks Kaesong	Korea Selatan menuntut pembicaraan dengan Korea Utara mengenai penutupan pabrik
train	main-news	headlines	2015	0925	0.00	Pendeta Aljazair akan memberi ceramah tentang warisan Kristen di Afrika Utara	Telstra berlaku untuk mencantumkan situs China di NY
train	main-news	headlines	2015	0926	3.00	Berita utama di surat kabar besar Iran pada tanggal 5 April	Berita utama di surat kabar besar Iran pada 18 Agustus
train	main-news	headlines	2015	0927	0.60	Implikasi rekonsiliasi Palestina	Raja Belgia akan berpidato di tengah spekulasi turun takhta
train	main-news	headlines	2015	0929	3.00	Pembajak ditangkap setelah pesawat mendarat di Bandara Jenewa	Pesawat yang dibajak mendarat di Jenewa
train	main-news	headlines	2015	0930	5.00	PCB menunjuk Waqar Younis sebagai pelatih kepala	Waqar Younis kembali sebagai pelatih Pakistan
train	main-news	headlines	2015	0931	2.40	AS ajukan alasan untuk mengambil tindakan terhadap Suriah	Saudi Mendesak Tindakan PBB Melawan Serangan Israel ke Suriah
train	main-news	headlines	2015	0934	1.80	Pengunjuk rasa Ankara bentrok dengan polisi	Pengunjuk rasa Peru bentrok dengan polisi
train	main-news	headlines	2015	0937	2.20	49 tewas, 148 terluka akibat serangan kekerasan di Irak	15 tewas, 90 luka-luka dalam serangan baru di Irak
train	main-news	headlines	2015	0940	0.40	Orang Puerto Rico ditangkap karena memproduksi pornografi anak	Guru India ditangkap karena dicurigai melakukan pemerkosaan
train	main-news	headlines	2015	0941	2.00	Ukraina menandatangani pakta perdagangan UE saat Rusia menyelesaikan aneksasi Krimea	Mahkamah Agung Ukraina menolak kemerdekaan Krimea dan menyebutnya “inkonstitusional”
train	main-news	headlines	2015	0948	1.00	Assad peringatkan Turki tentang 'harga mahal' karena mendukung pemberontak Suriah	Kabinet berperang soal mempersenjatai pemberontak Suriah
train	main-news	headlines	2015	0950	1.80	Saham India ditutup melemah	Saham Hong Kong ditutup 2,33% lebih tinggi
train	main-news	headlines	2015	0952	2.80	19 tewas, 42 luka-luka dalam serangan kekerasan di Irak	43 tewas, 86 luka-luka dalam serangan di Irak
train	main-news	headlines	2015	0953	3.80	Terdakwa pemerkosaan di India akan dijatuhi hukuman	Terdakwa pemerkosaan India dinyatakan bersalah
train	main-news	headlines	2015	0957	3.60	Kesepakatan nuklir Iran disepakati dalam pembicaraan	Kesepakatan Nuklir Iran Disegel Setelah Perselisihan Selama Puluhan Tahun
train	main-news	headlines	2015	0958	0.00	Juru bicara militer Mesir mengecam hasutan terhadap tentara	Pengumuman Kementerian Tenaga Kerja akan dirilis pada hari Senin
train	main-news	headlines	2015	0959	5.00	Snowden melihat 'tidak ada peluang' bagi pengadilan AS yang adil	"Snowden melihat ""tidak ada peluang"" untuk mendapatkan pengadilan yang adil di AS."
